index,val,n,coup,Coordonées,Destination,Step,Will_Kill,Safe_position,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Chess_bad,Chess_good,Warning_w,Warning_b,Area_w,Area_b,Nb_w,Nb_b,Color,Play_target,p_Step,p_Will_Kill,p_warning_position,p_Chess_bad,p_Chess_good,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p_Warning_w,p_Warning_b,p_Area_w,p_Area_b,p_Nb_w,p_Nb_b
39,32,♚,22,40,41,5,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,3,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,41,4,2,27,36,14,14
43,31,♛,22,52,41,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,5,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,41,40,3,2,27,32,14,14
44,31,♛,22,52,42,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,12,1,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,42,40,4,2,27,41,14,14
45,31,♛,22,52,62,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,10,2,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,62,40,5,2,27,37,14,14
46,31,♛,22,52,53,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,13,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,53,40,5,3,28,41,14,14
47,31,♛,22,52,63,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,12,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,63,40,5,3,27,40,14,14
48,31,♛,22,52,54,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,11,4,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,54,40,7,2,27,40,14,14
49,31,♛,22,52,74,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,11,3,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,74,40,6,3,26,40,14,14
50,31,♛,22,52,55,8,1,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,15,5,1,0,0,6,14,25,36,44,56,66,76,0,0,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,55,40,8,3,25,44,13,14
55,23,♟,22,61,62,2,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,1,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,62,72,22,0,30,50,0,23,52,40,4,2,27,35,14,14
56,23,♟,22,61,63,2,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,1,0,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,63,72,22,0,30,50,0,23,52,40,4,3,27,34,14,14
61,28,♜,22,50,60,2,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,2,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,60,0,23,52,40,4,2,27,36,14,14
62,28,♜,22,50,70,2,1,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,0,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,70,0,23,52,40,4,2,27,35,14,14
63,24,♟,22,72,73,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,72,22,0,30,50,0,23,52,40,0,0,0,0,27,39,14,14,1,0,1,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,37,67,2,11,21,32,43,51,61,73,22,0,30,50,0,23,52,40,4,2,27,36,14,14
0,27,♜,24,0,10,4,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,3,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,10,50,0,12,52,40,3,3,30,34,14,14
1,27,♜,24,0,20,4,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,3,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,20,50,0,12,52,40,3,3,30,35,14,14
2,27,♜,24,0,30,4,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,4,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,3,3,30,33,14,14
3,27,♜,24,0,1,4,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,1,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,1,50,0,12,52,40,3,3,30,31,14,14
4,17,♟,24,2,3,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,1,1,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,3,11,21,32,43,51,61,72,22,0,0,50,0,12,52,40,4,4,30,34,14,14
15,30,♝,24,12,1,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,6,1,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,1,52,40,3,3,30,35,14,14
16,30,♝,24,12,3,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,2,1,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,3,52,40,3,4,30,31,14,14
17,30,♝,24,12,23,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,6,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,23,52,40,4,4,31,37,14,14
18,30,♝,24,12,34,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,6,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,34,52,40,4,5,30,36,14,14
19,30,♝,24,12,45,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,8,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,45,52,40,4,6,32,39,14,14
20,30,♝,24,12,56,6,1,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,9,2,1,1,0,6,14,25,36,44,0,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,56,52,40,4,4,31,40,13,14
22,25,♞,24,22,10,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,2,0,0,0,1,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,10,0,0,50,0,12,52,40,2,3,32,30,14,14
23,25,♞,24,22,30,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,2,0,0,0,1,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,30,0,0,50,0,12,52,40,2,3,32,30,14,14
24,25,♞,24,22,1,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,3,0,0,0,1,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,1,0,0,50,0,12,52,40,2,3,32,31,14,14
25,25,♞,24,22,41,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,6,0,0,0,1,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,41,0,0,50,0,12,52,40,2,3,32,34,14,14
26,25,♞,24,22,3,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,3,0,1,0,1,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,3,0,0,50,0,12,52,40,2,4,32,31,14,14
27,25,♞,24,22,14,7,1,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,5,1,1,0,1,6,0,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,14,0,0,50,0,12,52,40,3,5,33,35,13,14
28,25,♞,24,22,34,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,8,1,1,0,1,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,34,0,0,50,0,12,52,40,2,5,32,35,14,14
32,20,♟,24,32,33,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,2,1,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,33,43,51,61,72,22,0,0,50,0,12,52,40,4,4,31,37,14,14
35,32,♚,24,40,20,3,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,2,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,20,3,3,30,32,14,14
36,32,♚,24,40,31,3,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,4,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,31,3,3,30,36,14,14
37,32,♚,24,40,41,3,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,3,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,41,3,3,30,34,14,14
42,31,♛,24,52,41,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,5,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,41,40,2,3,30,30,14,14
43,31,♛,24,52,42,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,12,1,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,42,40,3,3,30,39,14,14
44,31,♛,24,52,62,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,10,2,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,62,40,4,3,30,35,14,14
45,31,♛,24,52,53,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,13,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,53,40,4,4,31,39,14,14
46,31,♛,24,52,63,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,12,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,63,40,4,4,30,38,14,14
47,31,♛,24,52,54,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,11,4,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,54,40,6,3,30,38,14,14
48,31,♛,24,52,74,8,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,11,3,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,74,40,5,4,29,38,14,14
49,31,♛,24,52,55,8,1,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,15,4,1,0,0,6,14,25,36,44,56,66,76,0,0,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,55,40,6,3,27,42,13,14
54,23,♟,24,61,62,2,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,1,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,62,72,22,0,30,50,0,12,52,40,3,3,30,33,14,14
55,23,♟,24,61,63,2,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,1,0,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,63,72,22,0,30,50,0,12,52,40,3,4,30,32,14,14
60,28,♜,24,50,60,2,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,2,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,60,0,12,52,40,3,3,30,34,14,14
61,28,♜,24,50,70,2,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,0,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,70,0,12,52,40,3,3,30,33,14,14
62,24,♟,24,72,73,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,40,0,0,0,0,30,35,14,14,1,0,1,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,27,0,4,67,2,11,21,32,43,51,61,73,22,0,30,50,0,12,52,40,3,3,30,34,14,14
0,27,♜,26,0,10,5,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,4,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,10,50,0,12,52,60,3,3,34,35,14,14
1,27,♜,26,0,20,5,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,4,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,20,50,0,12,52,60,3,3,34,35,14,14
2,27,♜,26,0,30,5,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,5,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,3,3,34,33,14,14
3,27,♜,26,0,40,5,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,6,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,40,50,0,12,52,60,3,3,34,35,14,14
4,27,♜,26,0,1,5,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,1,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,1,50,0,12,52,60,3,3,34,33,14,14
5,17,♟,26,2,3,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,1,1,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,3,11,21,32,43,51,61,72,22,0,0,50,0,12,52,60,4,4,34,38,14,14
18,30,♝,26,12,1,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,6,1,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,1,52,60,3,3,34,39,14,14
19,30,♝,26,12,3,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,2,1,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,3,52,60,3,4,34,35,14,14
20,30,♝,26,12,23,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,6,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,23,52,60,4,4,35,41,14,14
21,30,♝,26,12,34,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,6,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,34,52,60,4,5,34,40,14,14
22,30,♝,26,12,45,6,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,8,2,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,45,52,60,4,6,36,43,14,14
23,30,♝,26,12,56,6,1,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,9,2,1,1,0,6,14,25,36,44,0,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,50,0,56,52,60,4,4,35,44,13,14
27,25,♞,26,22,10,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,2,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,10,0,0,50,0,12,52,60,2,2,37,30,14,14
28,25,♞,26,22,30,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,2,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,30,0,0,50,0,12,52,60,2,2,37,29,14,14
29,25,♞,26,22,1,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,3,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,1,0,0,50,0,12,52,60,2,2,36,35,14,14
30,25,♞,26,22,41,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,1,5,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,41,0,0,50,0,12,52,60,2,2,36,37,14,14
31,25,♞,26,22,3,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,3,0,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,3,0,0,50,0,12,52,60,2,3,36,35,14,14
32,25,♞,26,22,14,7,1,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,5,1,1,0,0,6,0,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,14,0,0,50,0,12,52,60,3,4,37,39,13,14
33,25,♞,26,22,34,7,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,8,1,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,34,0,0,50,0,12,52,60,2,4,36,39,14,14
35,20,♟,26,32,33,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,2,1,1,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,33,43,51,61,72,22,0,0,50,0,12,52,60,4,4,35,41,14,14
44,28,♜,26,50,10,4,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,4,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,10,0,12,52,60,3,3,35,34,14,14
45,28,♜,26,50,20,4,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,4,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,20,0,12,52,60,3,3,35,36,14,14
46,28,♜,26,50,30,4,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,30,50,0,12,52,60,0,0,0,0,34,39,14,14,1,0,5,0,0,0,0,6,14,25,36,44,56,66,76,0,55,7,47,16,0,4,67,2,11,21,32,43,51,61,72,22,0,0,30,0,12,52,60,3,3,35,36,14,14
